Channel,Recipient,Title,TypeOfSupport,FinancialInstrument,Sector,Ressort,Jahr,Klimafinanzierung in USD,Region,Kontinent
bilateral,MENA,MENA_LINK: Linking ambitious renewable energy development and efficient sector coupling in the MENA region,mitigation,Grant,Energy (230),BMUV,2022,735047.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,MENA,BUILD ME – boosting ambitions to achieve a climate-neutral building standard in the MENA region ,mitigation,Grant,Energy (230),BMUV,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,MENA,COOL ME - Scaling up sustainable COOLing in the Middle East - Scoping Mission,mitigation,Grant,Energy (230),BMUV,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,MENA,Policy dialogue and knowledge management regarding low emission strategies,cross-cutting,Grant,Energy (230),BMUV,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,MENA,Conservation of pollinator diversity for enhanced climate change resilience,adaptation,Grant,Multisector (410),BMUV,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,"Middle East, regional",Sustainable Water Integrated Management (SWIM),adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Naher- und Mittlerer Osten,Asien
bilateral,"Middle East, regional",Initiative Rural Rehabilitation Syria II,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Naher- und Mittlerer Osten,Asien
bilateral,"Middle East, regional",Syria Rural Reconstruction Initiative III,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,4500000.0,Naher- und Mittlerer Osten,Asien
bilateral,"Middle East, regional",Regional Program for the Improvement of Living Conditions of Palestinian Refugee Camps (REPAC XI) (VPT),mitigation,Grant,Other Multisector (430),BMZ,2022,0.0,Naher- und Mittlerer Osten,Asien
bilateral,"Middle East, regional","Promotion of socio-political and job-oriented adult education in Jordan, Syria and Lebanon (JOSYLI)",adaptation,Grant,Government & Civil Society (150),BMZ,2022,3000000.0,Naher- und Mittlerer Osten,Asien
bilateral,Moldova,Water supply and sanitation Moldova Center,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Moldova,Modernisierung kommunaler Dienstleistungen,mitigation,Grant,Other Multisector (430),BMZ,2022,0.0,Europa,Europa
bilateral,Moldova,"Verbesserung der Wasserversorgung, Rehabilitierung Abwassersystem",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Moldova,Trinkwasserver- und Abwasserentsorgung II,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Moldova,Water Supply and Sanitation Moldova Center Phase 2 - Accompanying Measure,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Moldova,Water Supply and Sanitation Moldova Center Phase 3,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,6750000.0,Europa,Europa
bilateral,Moldova,Promotion of Social and Municipal Infrastructure (III),adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2022,4000000.0,Europa,Europa
bilateral,Moldova,Water Supply and Sanitation Moldova Center Phase 3 - Accompanying Measure,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,750000.0,Europa,Europa
bilateral,Moldova,Eastern Europe Energy Efficiency and Environment Prtnership Fund,mitigation,Grant,Energy (230),BMUV,2022,9000000.0,Europa,Europa
bilateral,Mongolia,Biodiversity and Climate Change adaptation,cross-cutting,Grant,Multisector (410),BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,Promotion of Quality Infrastructure with Emphasis on the Mongolian Energy Sector,mitigation,Grant,"Industry, Mining, Construction (320)",BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,Biodiversity and Climate Change adaptation II,cross-cutting,Grant,Multisector (410),BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,Supporting Protected Areas for the Conservation of Ecosystem Services (SPACES),cross-cutting,Grant,Multisector (410),BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,Energy Efficient Refurbishment in Mongolia,mitigation,Grant,Energy (230),BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,Promotion of Quality Infrastructure with Emphasis on the Mongolian Energy Sector,mitigation,Grant,"Industry, Mining, Construction (320), Energy (230)",BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,Promotion of Growth and Employment in the Private Sector (PROGRES),adaptation,Grant,"Industry, Mining, Construction (320), Business & Other Services (250)",BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,"Strengthening civil society by promoting environmental protection, local traditions and the support of marginalized groups in Mongolia",adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,Support environment friendly agricultural production through adaptation practices for climate change in Mongolia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostasien,Asien
bilateral,Mongolia,"Consultancy on law and administration and promotion of social, cultural and economic development of Mongolia",cross-cutting,Grant,Government & Civil Society (150),BMZ,2022,1730000.0,Ostasien,Asien
bilateral,Montenegro,4-E-hydropower Piva in Montenegro Phase I (ZV) (4E) (VP),mitigation,concessional loan,Energy (230),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Water Supply and Sanitation Adriatic Coast III,mitigation,concessional loan,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Energy Efficiency Program in Public Buildings (Phase II),mitigation,concessional loan,Energy (230),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Regional Program for Energy Efficiency in Transmission,mitigation,concessional loan,Energy (230),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Water Supply and Sanitation Programme Adriatic Coast V,adaptation,concessional loan,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Energieeffizienz in öffentlichen Gebäuden,mitigation,Grant,Energy (230),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Water Supply and Sanitation Programme Adriatic Coast V - Component 2 (additional measures),adaptation,concessional loan,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Wastewater Disposal Podgorica,adaptation,concessional loan from budgetary sources,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Promotion of energy-efficiency in public buildings and hydro power - Greening Public Infrastructure,mitigation,concessional loan,Energy (230),BMZ,2022,0.0,Europa,Europa
bilateral,Montenegro,Wastewater Disposal Podgorica,adaptation,concessional loan,Water Supply & Sanitation (140),BMZ,2022,0.0,Europa,Europa
bilateral,Myanmar,"Stabilization of agricultural livelihoods to ensure food security in Shan State, Myanmar",adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2022,100000.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Promoting Sustainable Aquaculture Development,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Promoting Rural Electrification,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Rural Electrification,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Rural Development Program Phase III,adaptation,Grant,Transport & Storage (210),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Road Road Rehabilitation Programme,adaptation,Grant,Transport & Storage (210),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Reconstruction and development for affected villages in Rakhine by strengthening their resilience. Disaster risk reduction,adaptation,Grant,Education (110),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Strengthening the resilience of natural disaster affected Groups,adaptation,Grant,Humanitarian Aid (730),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Reintegration of returnees and strengthening of resilience of host communities affected by conflict,adaptation,Grant,Humanitarian Aid (730),BMZ,2022,215372.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Sustainable Agricultural Development and Food Quality Initiative,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Farmer led development and strengthening community initiative in the Ayeyarwady Delta,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,TVET Reform Programme,mitigation,Grant,Education (110),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Rural Electrification II,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Rural Development Programme IV,adaptation,Grant,Transport & Storage (210),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Holistic Development in Kachin State,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Increase resilience of vulnerable communities in through a comprehensive health, sanitation, hygiene, disaster risk management and livelihood measures",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Increasing Acces to potabel water through provision of water supply systems for rural communities of Southern Shan State,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Strengthening climate change adaptation and sustainable agriculture in Loikaw, Myanmar",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Sustainable Agriculture - Reduction of Post-Harvest-Losses,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Sustainable management of natural resources in watersheds, Kachin state, Myanmar",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Urban development and empowerment of poor slum communities in Yangon City,adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Rural Development Programme V,adaptation,Grant,Transport & Storage (210),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Integrated Community Development, Continuation",adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Rights-Based Empowerment Project, Rakhine, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Promoting Rural Electrification,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Integrated rural development with emphasis on self-help promotion in Kayan Region,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Community initiative for land titels and natural resource governance in Kayah State, Myanmar",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Securing land tenure and forest ressources of ethnic minorities in Bago Region,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Construction of a training centre for small-scale farmers in the Southern Shan State,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Capacity building for Sustainable Agricultural Practices, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Dignified Living Conditions and Peaceful Co-existence among Rohingya IDPs, Hosts and Neighbouring Communities in the Rakhine State",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Student accommodation and electromobility for environmental education at the Indawgyi Lake Wetland Education Center in Myanmar,adaptation,Grant,Multisector (410),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Integrated Hospital Disaster Preparedness Project For more resilient health facilities, emergency institutions and communities, affected by disasters",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Promoting Climate Smart Agriculture, LANN+ and Strengthening Agricultural Value Chains to Improve Food & Nutrition Security for vulnerable Communities",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Strengthening resilience through improvements in food security and health care through multi-sector capacity building for vulnerable communities,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Improving livelihoods and securing land rights in seven villages, Chin state, Myanmar",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,adaptation to climate change and promotion of sustainable agriculture in the diocese of Loikaw,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Securing indigenous communities' rights to land and natural resources in Myanmar,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Scholarship program for community development workers and trainees in Myanmar,mitigation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Natural resource management and livelihood improvement in conflict affected areas of the Kachin State,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Farmer led development and strengthening community initiative in the Ayeyarwady Delta,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Qualification of programs and strengthening of partner institutions, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Strengthening the Capacity of Rural Community for Sustainable Development, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Sustainable Livelihood Development,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Community Development and Capacity Building, Continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Building capacity for adaptation to climate change in Myanmar,adaptation,Grant,Multisector (410),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Strengthening sustainable livelihoods of vulnerable peoples in the Tanintharyi Region, Myanmar",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,517778.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Strengthening local resilience in northern Shan to conflict, displacement, and disaster",adaptation,Grant,Other Multisector (430),BMZ,2022,2000000.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Multisectoral approach to resilience building and capacity building for rural communities and internally displaced persons in Central Iraqi, Myanmar",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,1345000.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Promoting access to drinking water and hygiene in the Southern Shan State,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,452000.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,Dialogue Office - third phase,cross-cutting,Grant,Other Multisector (430),BMZ,2022,210000.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Empowerment of Rural Poor and Strengthening of Food Security in 3 regions, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,200000.0,Süd- und Zentralasien,Asien
bilateral,Myanmar,"Integrated Community Development, phase 3",adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2022,188500.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Program for the Promotion of Energy Effciency and Renewable Energy,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Programme for Promotion of Energy and renewable Energies, Ph. II",mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Promotion of Renewable Energy in Rural Areas,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Nepal Energy Efficiency Programme (NEEP) II,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Enhancing Resilience to climate change and natural disasters in rural communities in West Nepal,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Programme for the Promotion of Energy Efficiency and Renewable Energy in Nepal, Phase II",mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Community Initiatives in Livelihoods and Rehabilitation in Response to the Earthquake in Nepal 2015,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Food security coordinator,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Climate project on community level for Green Energy Promotion in Nepal,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Strengthening the resilience of disadvantages populations groups in Mugu und Bajura districts, Western Nepal.",adaptation,Grant,Health (120),BMZ,2022,106161.5,Süd- und Zentralasien,Asien
bilateral,Nepal,Biodiversity and ressource Management for sustainable Food security in Nepalese mountaineous communities,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,9809.22,Süd- und Zentralasien,Asien
bilateral,Nepal,Local and Provincial Economic Development (LPED),adaptation,Grant,"Business & Other Services (250), Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Promotion of Renewable Energy for Rural Areas II (RERA II),mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Facilitating a Process Towards Implementation of the Human Right to Food in Nepal,adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Scaling up climate-resilient agriculture for sustainable livelihood of smallholder farmers in Nepal,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Building Resilience through Food Security and Mainstreaming Climate Change, Conflict Sensitivity and Gender for Equality, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,IKU - CDS - Conservation of biodiversity through ecosystem restoration and revitalisation of the Sukajor and Ranajor Rivers with participation and capacity building of local communities,adaptation,Grant,Multisector (410),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Rebuilding and improving the living conditions of the inhabitants of 4 villages in Jwalamukhi, Nepal",adaptation,Grant,Health (120),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,RUKUM II: Ensuring food security and strengthening resilience to food crises through site-appropriate agriculture in marginalised communities in the Himalayas,adaptation,Grant,Health (120),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Strenghening the resilience against natural catastrophies and improvement of lifelihood in remote mountain villages in Kalikot, Nepal",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Promotion of on- and off-grid solar technologies for economic development,mitigation,Grant,", Energy (230), Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Enhancing resilience to climate change and natural disasters in rural communities in West Nepal,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Climate Resilient Communities and Sustainable Livelihood Initiatives for Pro-Poor of Dolakha District of Nepal, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Local Initiatives for Food Security Transformation Project, Continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Strengthening the right to food in Sudurpashim Provice, continuation",adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Smallholder’s Empowerment by Entrepreneurship in Agriculture Development in Dolakha, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Advocacy and resilience Strengthening through LANN+: Linking agriculture, resource management and nutrition in Nepal",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,HuRENDEC III: Sustainable promotion of livelihoods and conservation of biodiversity in remote mountain villages in the Himalayas,adaptation,Grant,Health (120),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Strengthening the resilience of earthquake-affected communities in Nuwakot district in Nepal,adaptation,Grant,Health (120),BMZ,2022,62345.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Renewable Energy and Energy Efficiency Programme in Nepal,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,Enabling communities for socio-economic transformation in urban und peri-urban areas of Nepal,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Strengthening Affirmative Actions to End Hunger and Amplifying Climate Adaptive Agriculture and Livelihoods (SAHACAAL) in Palata Rural Municipality, Karnali",adaptation,Grant,Other Multisector (430),BMZ,2022,54375.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Climate Change adaptation for Sustainable Livelihoods and Local Disaster Prevention and Management, Bajura District",adaptation,Grant,Other Multisector (430),BMZ,2022,615295.26,Süd- und Zentralasien,Asien
bilateral,Nepal,Healthy Children - Healthy Communities 2:  Participatory school and community development in rural Nepal,mitigation,Grant,Health (120),BMZ,2022,443837.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Sustainable and comprehensive community development in rural Khotang, Nepal",adaptation,Grant,Health (120),BMZ,2022,124180.195,Süd- und Zentralasien,Asien
bilateral,Nepal,"Right to Food, Continuation, 5th phase",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,325000.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"Scaling up climate-resilient agriculture for sustainable livelihood of smallholder farmers, 2nd phase",adaptation,Grant,Other Multisector (430),BMZ,2022,486000.0,Süd- und Zentralasien,Asien
bilateral,Nepal,"cross-cutting Mainstreaming for Community Impact, Phase 1",adaptation,Grant,Other Multisector (430),BMZ,2022,210000.0,Süd- und Zentralasien,Asien
bilateral,"Oceania, regional",Advocacy and campaigning in Germany and Europe to support civil society in Oceania,adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Ozeanien,Ozeanien
bilateral,"Oceania, regional","In Defence of our ocean home. Building and mobilising Pacific ocean power and resistance, Continuation",adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Ozeanien,Ozeanien
bilateral,"Oceania, regional",Partnership Project between the Bundesverband der Deutschen Industrie (BDI) e.V. and Business Associations in Member Countries of the Pacific Alliance,adaptation,Grant,Business & Other Services (250),BMZ,2022,0.0,Ozeanien,Ozeanien
bilateral,"Oceania, regional","Transforming the Pacific Through Rethinking Justice, Continuation",adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Ozeanien,Ozeanien
bilateral,"Oceania, regional",Research on and practical application of techniques improving resilience against climate change in 25 communities,mitigation,Grant,Multisector (410),BMZ,2022,0.0,Ozeanien,Ozeanien
bilateral,"Oceania, regional","Transforming Partnerships for a United, Resilient and Peaceful Pacific, continuation",cross-cutting,Grant,Government & Civil Society (150),BMZ,2022,0.0,Ozeanien,Ozeanien
bilateral,Pakistan,Development of Hydropower and renewable energy in Khyber-Pakhtunkhwa,cross-cutting,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,"Conservation and sustainable management of biodiversity in Khyber Pakhtunkhwa, Pakistan",adaptation,Grant,Multisector (410),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Medium - Sized Hydro Power Projects KPP,cross-cutting,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Regional Infrastructure Fund for Khyber Pakthunkhwa,adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Glacier monitoring for energy and water security,adaptation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,"Enhancing civic participation and socio-political commitment of small scale farmers and promoting sustainable agriculture in Khairpur, Sindh",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Support for Renewable Energy and Grid Connection,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Livelihood Support & Community Infrastructure Project (Grant),adaptation,Grant,Humanitarian Aid (730),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Promoting Resilience of Khyper Pakhtunkhwa against Natural Disaster Impacts,adaptation,Grant,Humanitarian Aid (740),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Renewable Energies/Energy Efficiency,mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Strengthening Pakistan Red Crescent's capacities in climate-sensitive Disaster Risk Management,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Regionaler Infrastrukturfonds für Khyber Pakhtunkhwa,adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Promotion of Renewable Energy and Energy Efficiency Concepts in Cities and Industry (REEE SCALE),mitigation,Grant,Energy (230),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Strengthening farmer associations in three provinces of Pakistan,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Development of Hydropower and renewable energy,mitigation,Grant,"Energy (230), Multisector (410)",BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Enhancing Disaster Resilience of vulnerable rural households in Khyber Pakthunkhwa,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Sustainable Mangrove management and community development in the Indus delta,adaptation,Grant,Multisector (410),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,"Extending Climate Change adaptation in Distrikt Tharparkar, Taluka Dahli",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,Strengthening food security resilience of small holder farmers by adapting climate change through multi-level approaches of District Umerkot of Sindh Province in Pakistan,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
bilateral,Pakistan,"Strenghtening Resilience through Disaster Risk Management, Access to Drinking Water and Hygiene, and improved Livelihood in Shangla District, KPK, Pakistan",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Süd- und Zentralasien,Asien
