index;Channel;Recipient;Title;FinancialInstrument;TypeOfSupport;Sector;GrantEquivalent;SubSector;AdditionalInformation;Year;Klimafinanzierung;Haushalt;Ressort;Recipient Deutsch;Region;Kontinent;CONTINENT;ISOCode
1732;Bilateral;India;IKU_NEWS_Empowered: Climate-resilient communities in Sundarbans are economically, environmentally, and politically empowered and engaged to address climate change impacts;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41040);BMZ, program financed by the 'German Energy and Climate Fund'/ 'International Climate and Environmental Protection' (Engagement Global gGmbH), significant objective, 2021.9830.7-5822;2022;0.0;Haushaltsmittel;BMZ;Indien;Süd- und Zentralasien;Asien;Asia;IND
1733;Bilateral;India;Surat Metro ;Darlehen;mitigation;Andere;0.0; ;KfW (reine Marktmittel) (Kreditanstalt für Wiederaufbau (KfW)), principal objective;2022;202260000.0;Haushaltsmittel;KfW;Indien;Süd- und Zentralasien;Asien;Asia;IND
1734;Bilateral;India;Protecting Aquatic Ecosystems in India's Northeastern Himalaya Region;Zuschuss;adaptation;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1735;Bilateral;India;Generating Energy from Waste Water and Organic Waste (Waste to Energy);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23270);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1736;Bilateral;India;Participatory Management for Sustainable Use and Conservation of Wetland, Coastal and Marine Protected Areas;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2022;-8955.269999999999;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1737;Bilateral;India;Indo-German Energy Forum (Phase 2 – Climate Change mitigation and Decentralised Power Generation – Indo-German Energy Forum);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy (23110);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1738;Bilateral;India;Energy Efficient Cooling;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy (23110);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1739;Bilateral;India;Commercialization of Solar Energy in Urban and Industrial Areas in India (ComSolar);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1740;Bilateral;India;Wetlands Management for Biodiversity and Climate Protection;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1741;Bilateral;India;Integration of Renewable Energies into the Indian Electricity System (I-RE);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1742;Bilateral;India;Green Freight India;Zuschuss;mitigation;Transport und Lagerhaltung;0.0;Transport & Storage (21010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1743;Bilateral;India;Development and management of NAMA in India;Zuschuss;mitigation;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1744;Bilateral;India;Indo-German Support project for Climate Action in India;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2022;10000000.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1745;Bilateral;India;Financing Programme on Research Cooperation in Innovative Climate Technology ;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23230);BMUV (Kreditanstalt für Wiederaufbau (KfW)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1746;Bilateral;India;Supporting the institutionalisation and practical implementation of climate research capacities ;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1747;Bilateral;India;Climate Talks;Zuschuss;adaptation;Umweltschutz allgemein;0.0;General Environment Protection (41010);AA (Deutsche Botschaft Neu Delhi), principal objective;2022;10000.0;Haushaltsmittel;AA;Indien;Süd- und Zentralasien;Asien;Asia;IND
1748;Bilateral;India;Climate Smart Cities;Zuschuss;cross-cutting;Andere multisektorale Massnahmen;0.0;Other Multisector (43030);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1749;Bilateral;India;Fostering Resource Efficiency and Sustainable Management of Secondary Raw Materials;Zuschuss;mitigation;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1750;Bilateral;India;India Sustainable Mobility Initiative;Zuschuss;mitigation;Transport und Lagerhaltung;0.0;Transport & Storage (21010);BMUV (Institute for Transportation and Development (ITDP)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indien;Süd- und Zentralasien;Asien;Asia;IND
1751;Bilateral;Indonesia;Geothermal Energy Program;Darlehen;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23260);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2009.6635.8;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1752;Bilateral;Indonesia;Programme Emission Reduction in Cities - Solid Waste Management;Darlehen;mitigation;Wasser und Abwasser/Abfallentsorgung;0.0;Other Multisector (43030), Water Supply & Sanitation (14050) ;BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2010.6647.1;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1753;Bilateral;Indonesia;Forestry Programme II (REDD+);Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry (31210);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2011.6625.5;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1754;Bilateral;Indonesia;Forestry Program III (Sulawesi);Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2012.6700.4;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1755;Bilateral;Indonesia;Sustainable Hydropower;Darlehen;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23220);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2014.6804.0;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1756;Bilateral;Indonesia;Electrification through Renewable Resources (ELREN);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy (23110);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2015.2111.1;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1757;Bilateral;Indonesia;Forest and Climate Change (FORCLIME);Zuschuss;mitigation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry (31210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2015.2116.0;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1758;Bilateral;Indonesia;Policy Advice on Environment and Climate Change (PAKLIM);Zuschuss;mitigation;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2015.2117.8;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1759;Bilateral;Indonesia;Supporting the utilization of geothermal energy in peripheral regions of Indonesia;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Bundesanstalt für Geowissenschaften und Rohstoffe (BGR)), principal objective, 2015.2118.6;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1760;Bilateral;Indonesia;Supporting the utilization of geothermal energy in remote regions of Indonesia;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Physikalisch-Technische Bundesanstalt (PTB)), principal objective, 2015.2119.4;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1761;Bilateral;Indonesia;1000 Islands - Renewable Energy for Electrification Program (REEP);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2015.2120.2;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1762;Bilateral;Indonesia;Forestry Programme IV: Watershed Mamasa/ Sulawesi;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2015.6766.8;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1763;Bilateral;Indonesia;Sustainable Hydropower;Darlehen;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23220);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2015.6825.2;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1764;Bilateral;Indonesia;Accompanying Measure: Sustainable Hydropower (Bakaru II);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2015.7029.0;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1765;Bilateral;Indonesia;Peatland/Wetland Management and Rehabilitation;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030), General Environment Protection (41020) ;BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2017.2053.1;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1766;Bilateral;Indonesia;Sustainable Agriculture Value Chains;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31162);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2017.2054.9;2022;350000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1767;Bilateral;Indonesia;Social Protection Programme (SPP);Zuschuss;adaptation;Finanzwesen;0.0;Other Social Infrastructure & Services (16010), Other Social Infrastructure & Services (16020), Banking & Financial Services (24030);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2017.2055.6;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1768;Bilateral;Indonesia;Strengthening land reform and management of community forests in Sumatra, Kalimantan and Sulawesi, Indonesia;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3930.9;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1769;Bilateral;Indonesia;Community Forest Support Progamme;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2017.6738.3;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1770;Bilateral;Indonesia;Empowerment of urban poor communities for secured urban settlement in Sleman municipality, Yogyakarta, Indonesia;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3163.5;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1771;Bilateral;Indonesia;Strengthening rural livelihood for communities in the Ende district, Flores, Indonesia;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3250.0;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1772;Bilateral;Indonesia;Promotion of the right to land and right to food in rural communities of Sumatra, Indonesia;Zuschuss;mitigation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3277.3;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1773;Bilateral;Indonesia;Enhancing the role of community groups toward the just and sustainable village livelihood in West Kalimantan, Indonesia;Zuschuss;mitigation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3303.7;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1774;Bilateral;Indonesia;Building Resilient Communities in East Aceh, Sabu, Mentawai and Yogyakarta, Continuation;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Other Multisector (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2018.7359.5;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1775;Bilateral;Indonesia;Safeguarding Culture, Land Rights and the Natural Environment of Papuan People, Continuation;Zuschuss;mitigation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15160);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2018.7426.2;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1776;Bilateral;Indonesia;resilient landscape project;Zuschuss;cross-cutting;Andere multisektorale Massnahmen;0.0;Other Multisector (43082);BMZ (Center for International Forestry Research (CIFOR)), significant objective, 2019.0136.2;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1777;Bilateral;Indonesia;Strengthening Quality Infrastructure for Photovoltaics;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Physikalisch-Technische Bundesanstalt (PTB)), significant objective, 2019.2113.9;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1778;Bilateral;Indonesia;1000 Islands - Renewable Energy for Electrification Programme - REEP;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2019.2116.2;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1779;Bilateral;Indonesia;Corruption prevention in the forestry sector;Zuschuss;mitigation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Government & Civil Society-general (15113), Forestry (31210) ;BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2019.2118.8;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1780;Bilateral;Indonesia;Innovation and investment for inclusive economic development (ISED);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Secondary Education (11330), Energy policy (23181) ;BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2019.2122.0;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1781;Bilateral;Indonesia;Forests and Climate Change (FORCLIME);Zuschuss;mitigation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry (31210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2019.2125.3;2022;5000000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1782;Bilateral;Indonesia;Emission Reduction in Cities through improved waste management;Zuschuss;mitigation;Umweltschutz allgemein;0.0;Water Supply & Sanitation (14050), General Environment Protection (41010), Water Supply & Sanitation (14081);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2019.2264.0;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1783;Bilateral;Indonesia;Green Infrastructure Development;Zuschuss;cross-cutting;Wasser und Abwasser/Abfallentsorgung;0.0;Other Multisector (43030), Transport & Storage (21010), Water Supply & Sanitation (14020);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2019.2363.0;2022;5000000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1784;Bilateral;Indonesia;Fair and sustainable urban development in six Cities in Java, Indonesia;Zuschuss;adaptation;Sonstige Soziale Infrastruktur und Dienste;0.0;Other Social Infrastructure & Services (16030);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2019.3037.9;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1785;Bilateral;Indonesia;Empowering people against human rights violence related to land grabbing and migration in West Flores, Indonesia;Zuschuss;mitigation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2019.3050.2;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1786;Bilateral;Indonesia;Forest Programme VI: Protection of Mangrove Forests;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Forestry (31220), Forestry (31210), General Environment Protection (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2019.6759.5;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1787;Bilateral;Indonesia;Climate Change adaptation, mitigation and Distater Risk Reduction, continuation;Zuschuss;adaptation;Umweltschutz allgemein;0.0;General Environment Protection (41082);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2019.7376.7;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1788;Bilateral;Indonesia;adaptation to Climate Change, mitigation and Disaster Risk Reduction, continuation Project, continuation;Zuschuss;adaptation;Umweltschutz allgemein;0.0;General Environment Protection (41082);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2019.7377.5;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1789;Bilateral;Indonesia;Land Rights Consultant;Zuschuss;cross-cutting;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7433.6;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1790;Bilateral;Indonesia;Rural Development and Livelihood Improvement of Cacao and Rice Farmers in Soppeng District, continuation;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7482.3;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1791;Bilateral;Indonesia;Strengthening gender justice through women’s initiatives, continuation;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15170);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7503.6;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1792;Bilateral;Indonesia;Promoting integrated rural development through self-reliant organizations and securing land rights in Indonesia;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.2912.2;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1793;Bilateral;Indonesia;Promoting natural resourcemanagement and sustainable income generation in Central Kalimantan, Indonesia;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.2939.5;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1794;Bilateral;Indonesia;Improving local forest landscape and strengthening village sovereignty based on the governmental social forestry approach;Zuschuss;cross-cutting;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2020.2965.0;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1795;Bilateral;Indonesia;Integrated rural development and health improvement for marginalized communities in Bali, continuation.;Zuschuss;cross-cutting;Andere multisektorale Massnahmen;0.0;Other Multisector (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7355.9;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1796;Bilateral;Indonesia;Promoting the Implementation of the Village Law in the Konawe region, continuation;Zuschuss;cross-cutting;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15112);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7445.8;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1797;Bilateral;Indonesia;Sustainable forestry in Central Kalimantan, Continuation;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry (31220);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7507.5;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1798;Bilateral;Indonesia;Advocacy on Landrights and Sustainable Agriculture for Transmigrated Communities, Continuation;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2020.7544.8;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1799;Bilateral;Indonesia;Create an autonomous village through local policy, people´s participation and development of local potential, continuation;Zuschuss;cross-cutting;Andere multisektorale Massnahmen;0.0;Other Multisector (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7609.9;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1800;Bilateral;Indonesia;Sustainable Community Development with focus on Peace by Motivator Program, continuation;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Other Multisector (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7643.8;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1801;Bilateral;Indonesia;Java-Bali Crossing;Darlehen;cross-cutting;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy distribution (23630);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2020.8403.6;2022;0.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1802;Bilateral;Indonesia;Participatory rehabilitation of peatland forests in Mawas area of Borneo, Indonesia;Zuschuss;mitigation;Umweltschutz allgemein;0.0;General Environment Protection (41020);BMZ (Engagement Global gGmbH), significant objective, 2021.0600.3-4011;2022;74995.59;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1803;Bilateral;Indonesia;Improvement of Quality Infrastructure Services for the Solar Sector II;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23230);BMZ (Physikalisch-Technische Bundesanstalt (PTB)), significant objective, 2021.2165.5;2022;750000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1804;Bilateral;Indonesia;Green Energy;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2021.2168.9;2022;4000000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1805;Bilateral;Indonesia;FORCLIME reloaded;Zuschuss;mitigation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry (31210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2021.2169.7;2022;8000000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1806;Bilateral;Indonesia;Renewable Energy Mini-Grids Triangular Cooperation ;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2021.2170.5;2022;2000000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1807;Bilateral;Indonesia;"Green Economic Recovery; Green Growth Diagnostic Framework";Zuschuss;cross-cutting;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15114);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2021.2171.3;2022;3000000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
